"Title","Description","ID","Owner","Created Date","Updated Date","Date","Year","Category","Image"
"Tapia 2020","<p class=""font_8"">Organized a panel at ACM Richard Tapia Celebration of Diversity in Computing Conference on High Performance Computing. Take a look: <a href=""https://mediaflo.txstate.edu/Watch/tapia2020""><u>video presentation</u></a> and slides: https://drive.google.com/file/d/18daQuN8CCdkrIKgm2cHNrUBKJDggfZyx/view?usp=sharing</p>","cf9f9139-539c-4b66-87bd-b826f8dfa01b","38ce7cb3-ec75-4934-9382-ef1f1a7d28fb",2021-01-05T21:38:56Z,2021-03-26T21:16:44Z,"Sept 2020",2020-09-01T05:00:00Z,"Service","wix:image://v1/c8381ce0e7a94ad09ceaada2fc64081d.jpg/c8381ce0e7a94ad09ceaada2fc64081d.jpg#originWidth=1920&originHeight=1276"
"🎤 PASC'25","<p class=""font_8"">Invited Talk @ ML4SW Workshop (PASC’25, Switzerland) — Great interest in <strong>integrating ModelX into HPC+AI/ML libraries</strong>!</p>","d8d34a79-2b3a-4e19-ab3c-0569ae770cc9","38ce7cb3-ec75-4934-9382-ef1f1a7d28fb",2025-06-14T21:28:48Z,2025-08-21T05:43:43Z,"June 2025",2025-06-17T17:00:00Z,"Research",
"🏅 Track Chair@SC'26","<p class=""font_8"">Honored to serve as <strong>Performance Track Chair for SC’26.</strong></p>","ddd44ece-c10b-470d-968d-31f2912ef730","38ce7cb3-ec75-4934-9382-ef1f1a7d28fb",2025-09-01T04:00:38Z,2025-09-01T04:00:38Z,"Aug 2025",2025-08-29T17:00:00Z,"Awards",
"🏆 Best Paper Award","<p class=""font_8"">My Ph.D. student <strong>Elvis Fefey</strong>’s research on <strong>heterogeneous scheduling algorithms</strong> just won the <strong>Best Paper Award</strong> at <em>IEEE Cloud Summit</em>! Proud advisor moment! 🎉</p>","de0d744e-7842-486e-af73-81f4c40bc2ee","38ce7cb3-ec75-4934-9382-ef1f1a7d28fb",2025-08-21T05:29:07Z,2025-08-21T05:30:11Z,"July 2025",2025-07-11T17:00:00Z,"Paper","wix:image://v1/38ce7c_48461e93145246aaa60d97836c5426eb~mv2.jpg/20250627_160659%20(1).jpg#originWidth=4000&originHeight=3000"
"SRP","<p class=""font_8"">Invited to present my research at the Sustainable Research Pathways Program in Lawrence Berkeley National Laboratory</p>","e0465149-b0ea-47ee-afc2-04d28f08d747","38ce7cb3-ec75-4934-9382-ef1f1a7d28fb",2021-01-05T21:38:56Z,2021-03-26T21:20:22Z,"Nov 2018",2018-11-03T05:00:00Z,"Others","wix:image://v1/c8381ce0e7a94ad09ceaada2fc64081d.jpg/c8381ce0e7a94ad09ceaada2fc64081d.jpg#originWidth=1920&originHeight=1276"
"🔬 SC'23 poster","<p class=""font_8"">Our research poster, ""Graph-Based Anomaly Detection in Chimbuko: Feasible or Fallible?"" has been accepted in the SC'23 research poster session.&nbsp;</p>","e7882188-5405-4c7f-9530-8574a39eb138","38ce7cb3-ec75-4934-9382-ef1f1a7d28fb",2023-09-12T20:50:08Z,2025-08-21T05:40:21Z,"Sept 2023",2023-09-12T17:00:00Z,"Papers",
"🔬NYSDS Workshop","<p class=""font_8"">Congratulations to Elvis, Zaeed, and Arunavo for getting their lightening talks accepted at NYSDS on how they plan to leverage ML for HPC.</p>","e792389f-986f-4be4-a90d-be90494cba7d","38ce7cb3-ec75-4934-9382-ef1f1a7d28fb",2022-10-12T16:02:54Z,2025-08-21T05:40:52Z,"Oct 2022",2022-10-12T17:00:00Z,"Paper",
"JoGC","<p class=""font_8""><br></p>
<p class=""font_8"">My work titled ""Reliable and Efficient Distributed Checkpointing System for Grid Environments""&nbsp;has been accepted in Journal of Grid Computing.</p>","e94eb7ac-90fb-430b-9590-17e4ba6c429d","38ce7cb3-ec75-4934-9382-ef1f1a7d28fb",2021-01-05T21:38:56Z,2024-10-17T17:23:35Z,"June 2014",2015-06-26T05:00:00Z,"Paper",
"🔬ICS'25","<p class=""font_8"">Our paper ""QuantumX: A Few-Shot-Learning Approach for Quantum Performance Modeling in HPC"" has been accepted at the International Workshop on Software Frameworks for Integrating Quantum and HPC Ecosystems in conjunction with ICS'25!</p>","ee9f02c9-04b6-4ebb-b8b2-ea0e9e746f61","38ce7cb3-ec75-4934-9382-ef1f1a7d28fb",2025-06-14T21:13:34Z,2025-08-21T05:31:50Z,"May 2025",2025-05-30T17:00:00Z,"Paper",
"AMD Talk","<p class=""font_8"">I gave a talk at AMD on my research in performance analysis on various architectures.&nbsp;</p>","f5481b01-39ec-4abf-9c45-4a411b227aa8","38ce7cb3-ec75-4934-9382-ef1f1a7d28fb",2021-01-05T21:38:56Z,2021-03-26T21:16:51Z,"Aug 2020",2020-08-01T05:00:00Z,"Service","wix:image://v1/c8381ce0e7a94ad09ceaada2fc64081d.jpg/c8381ce0e7a94ad09ceaada2fc64081d.jpg#originWidth=1920&originHeight=1276"
"Sloan Foundation","<p class=""font_8"">Our joint proposal with University of Colorado Boulder to the Sloan Foundation has been funded!</p>","f7568a4b-0b02-457a-a811-c9a2c9bad259","38ce7cb3-ec75-4934-9382-ef1f1a7d28fb",2023-01-05T18:18:24Z,2023-01-05T18:18:24Z,"Dec 2022",2022-12-08T18:00:00Z,"Grants",
"Join TXST","<p class=""font_8"">I have moved! I have joined Texas State University in San Marcos. It was incredibly hard to leave my colleagues, students, and friends in beautiful Bellingham behind.&nbsp;</p>","f8f2eef3-7eb2-43ab-b66a-10975fa9402f","38ce7cb3-ec75-4934-9382-ef1f1a7d28fb",2021-01-05T21:38:56Z,2022-04-04T15:21:52Z,"Aug 2019",2019-08-26T05:00:00Z,"Others","wix:image://v1/c8381ce0e7a94ad09ceaada2fc64081d.jpg/c8381ce0e7a94ad09ceaada2fc64081d.jpg#originWidth=1920&originHeight=1276"
"Best poster'14","<p class=""font_8"">My poster&nbsp;on proxy application validation secured the 2nd place in Computation's Annual Postdoc Poster Symposium.</p>","fa72eb23-61fe-46a3-b622-8ad297105467","38ce7cb3-ec75-4934-9382-ef1f1a7d28fb",2021-01-05T21:38:56Z,2024-10-17T17:23:49Z,"April 2014",2014-04-09T05:00:00Z,"Paper",
"JOWOG","<p class=""font_8"">I presented my work&nbsp;on proxy application validation at the&nbsp;Joint Operations Weapons Operations Group (JOWOG) 34 meeting at Sandia National Laboratory in New Mexico.</p>","fe52047a-75f7-4918-8dac-a97b2c71b308","38ce7cb3-ec75-4934-9382-ef1f1a7d28fb",2021-01-05T21:38:56Z,2024-10-17T17:23:39Z,"Feb 2015",2015-02-26T06:00:00Z,"Service",
